,Tweet,Label,tokenization
6725,denger kata  foto in satu satu mukanya  dan yang bilang jendral bintang    mantang pangkostrad  warga kehormatan kopassus dan tentunya pimpinan tertinggi angkatan darat  ngeri bos  wkwk,Fear,"['denger', 'foto', 'in', 'muka', 'jendral', 'bintang', 'mantang', 'pangkostrad', 'warga', 'hormat', 'kopassus', 'pimpin', 'tinggi', 'angkat', 'darat', 'ngeri', 'bos', 'wkwk']"
4523,enak bobo aja,Neutral,"['enak', 'bobo']"
1903,iya peran di about ada  pengirim cerita  konselor  penonton  tapi di form cuma ada konselor dan penonton  kudu ottokhe   seriuus  wkwk aku ngga tau ih kirain dah ganti jadi foto mijoo unnie aduh jadi ngga enak terima kasih kak rowun  ,Joy,"['iya', 'peran', 'about', 'kirim', 'cerita', 'konselor', 'tonton', 'form', 'konselor', 'tonton', 'kudu', 'ottokhe', 'seriuus', 'wkwk', 'ngga', 'ih', 'kirain', 'dah', 'ganti', 'foto', 'mijoo', 'unnie', 'aduh', 'ngga', 'enak', 'terima', 'kasih', 'kak', 'rowun']"
3068,haloo nadhie huhu aku suka banget tulisan kamu buat lee chan huhu diksi kamu cantik banget tulisan kamu selalu megah huhu boleh gak temenan sama kamuu,Love,"['haloo', 'nadhie', 'huhu', 'suka', 'banget', 'tulis', 'lee', 'chan', 'huhu', 'diksi', 'cantik', 'banget', 'tulis', 'megah', 'huhu', 'temenan', 'kamuu']"
1806,sarapan dulu dongg biar tambah semangat,Joy,"['sarap', 'dongg', 'semangat']"
4682,lebih mending kecanduan si jadi enak ngabisin obatnya  ya gak sih ,Neutral,"['mending', 'candu', 'enak', 'ngabisin', 'obat']"
2075,wkwk tapi maaf banget ini aku nganggep lucu  grup angkatan ada yang ngabarin crush ku ilang  aku malah kayak ketawa panik  tapi sebenarnya gak panik  soalnya dia laki  terus katany hobi traveling  tapi semoga itu cuma becandaan ya  soalnya aku ngetawain  terakhir on       pulsek ,Joy,"['wkwk', 'maaf', 'banget', 'nganggep', 'lucu', 'grup', 'angkat', 'ngabarin', 'crush', 'ku', 'ilang', 'kayak', 'ketawa', 'panik', 'panik', 'laki', 'katany', 'hobi', 'traveling', 'moga', 'becandaan', 'ngetawain', 'on', 'pulsek']"
30,emosi bung,Anger,['emosi']
5225,jam segini udh bangun sedih bgt   ,Sad,"['jam', 'gin', 'udh', 'bangun', 'sedih', 'bgt']"
2057,kak bisa ke sf jg keren dah jujur takut tapi seruuuu,Joy,"['kak', 'sf', 'jg', 'keren', 'dah', 'jujur', 'takut', 'seruuuu']"
5010,masih tingginya kasus omicron di indonesia  membuat para pelaku industri pariwisata di bali mengaku sangat khawatir dengan kondisi saat ini meskipun pemerintah telah mencabut pembatasan wna yang ingin berkunjung ke indonesia  namun kunjungan wisatawan asing ke bali masih sepi,Neutral,"['tinggi', 'omicron', 'indonesia', 'laku', 'industri', 'pariwisata', 'bal', 'aku', 'khawatir', 'kondisi', 'perintah', 'cabut', 'batas', 'wna', 'kunjung', 'indonesia', 'kunjung', 'wisatawan', 'asing', 'bal', 'sepi']"
917,yg bisa wfh mah enak bang  sarkem mana bisa  cacat nih kantor w,Anger,"['wfh', 'mah', 'enak', 'bang', 'sarkem', 'cacat', 'kantor', 'w']"
1858,kelon enak hun,Joy,"['kelon', 'enak', 'hun']"
2376,sedih campur seneng akhirnyaa jimi udah sembuh huhu kuat banget jimi,Joy,"['sedih', 'campur', 'neng', 'akhirnyaa', 'jim', 'udah', 'sembuh', 'huhu', 'kuat', 'banget', 'jim']"
2568,lagian gapnya ga jauh  banget lah   tahun   malah agak heran juga kalo rumor ini beneran soalnya tao brp kali bilang lbh suka tipe jiejie ,Love,"['gap', 'banget', 'heran', 'rumor', 'beneran', 'tao', 'brp', 'kali', 'lbh', 'suka', 'tipe', 'jiejie']"
3936,say  biasa bioskop tuh buka jam berapa si ,Neutral,"['say', 'bioskop', 'buka', 'jam']"
1727,selamat pagi   tetap semangat  tetap optimis biar bisa bigwin  amin amin,Joy,"['selamat', 'pagi', 'semangat', 'optimis', 'bigwin', 'amin', 'amin']"
936,kalo gak dipenjemin duit tuh yaudah gt loh gausah yang  lo mah enak bla bla  diem aje lo diem sebelum w gebug puting lo ,Anger,"['jin', 'duit', 'yaudah', 'gt', 'gausah', 'lo', 'mah', 'enak', 'bla', 'bla', 'diem', 'aje', 'lo', 'diem', 'w', 'gebug', 'puting', 'lo']"
541,banget hehe  apalagi kalau lg tidur trus kaget rasanya kaya pengen marah marah,Anger,"['banget', 'tidur', 'trus', 'kaget', 'kaya', 'ken', 'marah', 'marah']"
519,ah alibi siamah  bebeja weh teu bisa nahan sange  embung coli jadi weh predator  emosi pagi pagi ,Anger,"['ah', 'alibi', 'siamah', 'bebeja', 'weh', 'teu', 'nahan', 'sange', 'embung', 'coli', 'weh', 'predator', 'emosi', 'pagi', 'pagi']"
2456,halo halo  kiel  ya ampun ternyata kamu pacarnya glo ya   ih tau ga sih  kita sama banget  pasti sketch yang belum jadi numpuk malah buat sketch baru  salam kenal juga ya  ayo kita jadi teman baik  kiel suka yupi engga btw  random banget ya ahah,Love,"['halo', 'halo', 'kiel', 'ampun', 'pacar', 'glo', 'ih', 'banget', 'sketch', 'numpuk', 'sketch', 'salam', 'kenal', 'ayo', 'teman', 'kiel', 'suka', 'yupi', 'engga', 'btw', 'random', 'banget', 'ahah']"
3214,   saling menjaga juga berlaku untuk menjaga pernikahan  ya jelas tentu saja    memastikan istri bahagia  bukan cuma nerimo  kurang tepat  memastikan keluarga bahagia  semua pihak bagahia gk cm istri  tp suami  dan anak,Neutral,"['jaga', 'laku', 'jaga', 'nikah', 'istri', 'bahagia', 'nerimo', 'keluarga', 'bahagia', 'bagahia', 'gk', 'cm', 'istri', 'tp', 'suami', 'anak']"
3067,masih bingungg  kenapa yaa akhir akhir ini suka banget sama boker,Love,"['bingungg', 'yaa', 'suka', 'banget', 'boker']"
1508,maksud ak tp itunya yg gua melaka ga enak bgt bestiee  gatau sih tp kalo yg suka manis  dan ga suka kopi kayanya bakal suka,Joy,"['maksud', 'ak', 'tp', 'itu', 'gua', 'melaka', 'enak', 'bgt', 'bestiee', 'gatau', 'tp', 'suka', 'manis', 'suka', 'kopi', 'kaya', 'suka']"
4263,kok u bego,Neutral,['bego']
4251,ada rasa kesal ketika orang lain berprasangka atas apa yang kita kerjakan  tapi seringkali kita tidak bisa mengkonfirmasi seluruh pekerjaan yang kita lakukan,Neutral,"['kesal', 'orang', 'prasangka', 'kerja', 'seringkali', 'konfirmasi', 'kerja', 'laku']"
3132,aa lucu bgt sannie kalo takut matanya jadi gedee  imutttt   ,Love,"['aa', 'lucu', 'bgt', 'sannie', 'takut', 'mata', 'gedee', 'imutttt']"
2918,pas punya iya suka banget,Love,"['pas', 'iya', 'suka', 'banget']"
2164,ini rame banget urang suka ge pas kr bocil wkwkw,Joy,"['rame', 'banget', 'urang', 'suka', 'ge', 'pas', 'kr', 'bocil', 'wkwkw']"
1953,semangat dong ah,Joy,"['semangat', 'ah']"
7059,mulut berkata  jalani saja dulu  sementara hati ngedumel deg an  bisa skip ngga sih ,Fear,"['mulut', 'jalan', 'hati', 'ngedumel', 'deg', 'an', 'skip', 'ngga']"
1855,semangat cari duitnya  ,Joy,"['semangat', 'cari', 'duit']"
2281,alhamdulillah pagi pagi dspet kabar baik sehat selalu yaa sayang kuu,Joy,"['alhamdulillah', 'pagi', 'pagi', 'dspet', 'kabar', 'sehat', 'yaa', 'sayang', 'kuu']"
351,kurang tolol apalagi cb ni agama  tuhannya gak ngasih hukum cerai malah yg nikah lg dianggap zinah  dan gobloknya masih ada aja yg mau jdi kristen  emg sih setolol tololnya monyet aja ga nyembah sesama monyet  lah ini manusia dikasih akal kok nyembah sesama manusia ,Anger,"['tolol', 'cb', 'ni', 'agama', 'tuhan', 'ngasih', 'hukum', 'cerai', 'nikah', 'anggap', 'zinah', 'goblok', 'jdi', 'kristen', 'emg', 'tolol', 'tolol', 'monyet', 'nyembah', 'monyet', 'manusia', 'kasih', 'akal', 'nyembah', 'manusia']"
2553,ih enak banget keliatannya  suka deh kalo yg ga rapi gitu buletannya  ikutan kegoreng kol nya ,Love,"['ih', 'enak', 'banget', 'liat', 'suka', 'deh', 'rapi', 'gitu', 'buletannya', 'ikut', 'goreng', 'kol']"
92,bodoh punya statement   baik gi minum arak   melacur   main judi   baru betul thrill,Anger,"['bodoh', 'statement', 'gi', 'minum', 'arak', 'lacur', 'main', 'judi', 'thrill']"
1661,selamat pagi  semangat olahraga,Joy,"['selamat', 'pagi', 'semangat', 'olahraga']"
875,siapa tau lewat tl twitter anaknya  biar malu tu orang  makhlk tdk tau diri gitu,Anger,"['tl', 'twitter', 'anak', 'malu', 'tu', 'orang', 'makhlk', 'gitu']"
5322,jgn gitu dong bang   jadi sedih neh,Sad,"['gitu', 'bang', 'sedih', 'neh']"
3010,suka banget sama part rapline disini,Love,"['suka', 'banget', 'part', 'rapline']"
413,cebong memang bangsat,Anger,"['cebong', 'bangsat']"
2694,kaa jee  aku suka banget sama aduhh itu au terbarunya  susah judul wkwk  ya itu pokoknya  ga papa angst  yg penting   hihihihihihihihihihi maaci anon   amen  hehe gak streaming mungkin nunggu di tl aja wkwk,Love,"['kaa', 'jee', 'suka', 'banget', 'aduhh', 'au', 'baru', 'susah', 'judul', 'wkwk', 'pokok', 'papa', 'angst', 'hihihihihihihihihihi', 'maaci', 'anon', 'amen', 'streaming', 'nunggu', 'tl', 'wkwk']"
2746,guee cintaaa banget sm makna lagu child,Love,"['guee', 'cintaaa', 'banget', 'sm', 'makna', 'lagu', 'child']"
6638,merajuk la jugak mak aku tu  haha  pastu dh ambik booster apa semua tu  aku tnya mak aku  ada sakit tak  ada nak demam tak  pastu mak aku ckp  tak  hahqhah pastu aku jawab balik kat dia  abis hari tu takut sangat kenapa ,Fear,"['rajuk', 'la', 'jugak', 'mak', 'tu', 'haha', 'pastu', 'dh', 'ambik', 'booster', 'tu', 'tnya', 'mak', 'sakit', 'nak', 'demam', 'pastu', 'mak', 'ckp', 'hahqhah', 'pastu', 'kat', 'abis', 'tu', 'takut']"
2987,setidaknya dohoon pernah sedekat nadi kalo harubby bener  gak nyatu dah kalo kita dohooniest selalu bilang dohoon dah punah  bahkan pecinta harubby bilangnya  harubby kan gak saling kenal  lucukk banget kakunya makanya ku suka liat harubby kalo dah dipaksa berduaan,Love,"['dohoon', 'dekat', 'nadi', 'harubby', 'bener', 'nyatu', 'dah', 'dohooniest', 'dohoon', 'dah', 'punah', 'cinta', 'harubby', 'bilang', 'harubby', 'kenal', 'lucukk', 'banget', 'kaku', 'ku', 'suka', 'liat', 'harubby', 'dah', 'paksa', 'dua']"
4398,yang serius wa aja saya enggak menerima brondong yang malu,Neutral,"['serius', 'wa', 'terima', 'brondong', 'malu']"
5023,ramai berjajar sepi bernalar lupa batang akar demi sekedar lembar tanpa daftar,Neutral,"['ramai', 'jajar', 'sepi', 'nalar', 'lupa', 'batang', 'akar', 'dar', 'lembar', 'daftar']"
2086,yuk  bagi sobat pandai yang lagi jomblo  ldr  atau jauh dari yang terkasih  jangan khawatir  bisa banget ikut coaching clinic yang membahas informasi terkait dengan tugas belajar dan izin belajar ini   ehe  untuk mendaftar  sobat pandai bisa cek di ideas yaa ,Joy,"['yuk', 'sobat', 'pandai', 'jomblo', 'ldr', 'kasih', 'khawatir', 'banget', 'coaching', 'clinic', 'bahas', 'informasi', 'kait', 'tugas', 'ajar', 'izin', 'ajar', 'ehe', 'daftar', 'sobat', 'pandai', 'cek', 'ideas', 'yaa']"
1301,rejeki enzi si anak imut  pagi pagi zi dpt jajan dari yg lagi ultah  wuhuu maaci ya iden  semoga bahagia celalu          ,Joy,"['rejeki', 'enzi', 'anak', 'imut', 'pagi', 'pagi', 'zi', 'dpt', 'jajan', 'ultah', 'wuhuu', 'maaci', 'iden', 'moga', 'bahagia', 'celalu']"
5242,kusut  belum di hibur ama ayang  heh,Sad,"['kusut', 'hibur', 'ama', 'ayang', 'heh']"
3612,iya apa begini gegara lg kecapean tp ya biasa aja pengen aja gt tidur cepet,Neutral,"['iya', 'gegara', 'cape', 'tp', 'ken', 'gt', 'tidur', 'cepet']"
5890,gemini emang seburuk itu kah  jadi sedih ,Sad,"['gemini', 'emang', 'buruk', 'kah', 'sedih']"
5590,belum nonton aja dah sedih   sedih ga bisa baca judulnya kampret,Sad,"['nonton', 'dah', 'sedih', 'sedih', 'baca', 'judul', 'kampret']"
4132,jadi inget kata pak bj habibie  percuma kasih fakta apapun dia tetep bodoh,Neutral,"['inget', 'bj', 'habibie', 'kasih', 'fakta', 'apa', 'tetep', 'bodoh']"
4919,park shin hye  son yejin  bagiku kek   itu ratunya drama sedih,Neutral,"['park', 'shin', 'hye', 'son', 'yejin', 'bagi', 'ratu', 'drama', 'sedih']"
3579,moj yukks boleh off r sesuai budg t saja,Neutral,"['moj', 'yukks', 'off', 'r', 'sesuai', 'budg']"
4437,nggak kaget  ada pula management rating apps di play store,Neutral,"['nggak', 'kaget', 'management', 'rating', 'apps', 'play', 'store']"
2471,love banget ama doiii,Love,"['love', 'banget', 'ama', 'doiii']"
1303,baru bangun langsung disambut kabar bahagia,Joy,"['bangun', 'langsung', 'sambut', 'kabar', 'bahagia']"
6356,beuhh kaget,Fear,"['beuhh', 'kaget']"
5623,denise ih gila gua sedih banget denise langsung deg jantung gua,Sad,"['denise', 'ih', 'gila', 'gua', 'sedih', 'banget', 'denise', 'langsung', 'deg', 'jantung', 'gua']"
2485,bener banget hampir    taun jadi exol gw ga pernah bosen sama karya exo dan emang sebagus itu lagunya secara grup sub unit ataupun solo gw suka dngerin grup lain tapi cuma exo yang bener  gw ikutin satu nya yg gw dengerin b side nya dan beli album nya loveee exooo,Love,"['bener', 'banget', 'taun', 'exol', 'gw', 'bosen', 'karya', 'exo', 'emang', 'bagus', 'lagu', 'grup', 'sub', 'unit', 'solo', 'gw', 'suka', 'dngerin', 'grup', 'exo', 'bener', 'gw', 'ikutin', 'gw', 'dengerin', 'b', 'side', 'beli', 'album', 'loveee', 'exooo']"
3948,semoga lancar lancar saja lanjut pekerjaan yg kemarin ,Neutral,"['moga', 'lancar', 'lancar', 'kerja', 'kemarin']"
1950,happy birthday anak baik  anak manis yang selalu berharap dapat membahagiakan orang  dan tanpa ia sadari dia sudah menjadi obat penenang terbaik asteroid  bahagia terus ya    ,Joy,"['happy', 'birthday', 'anak', 'anak', 'manis', 'harap', 'bahagia', 'orang', 'sadar', 'obat', 'tenang', 'baik', 'asteroid', 'bahagia']"
3636,biasa kan dari dubai jadi istimewa,Neutral,"['dubai', 'istimewa']"
5159, jangan sedih bro  gw juga suka gagal penalty ,Neutral,"['sedih', 'bro', 'gw', 'suka', 'gagal', 'penalty']"
758,bangsat w lagi nyanyi nyanyi di dapur ternyata ada orang luar yang liat dari pintu dapur,Anger,"['bangsat', 'w', 'nyanyi', 'nyanyi', 'dapur', 'orang', 'liat', 'pintu', 'dapur']"
4309,inconsistent  tidak menentu  serba berlawanan  dengan tindakan dan emosi yang tidak berdasarkan logika ,Neutral,"['inconsistent', 'tentu', 'serba', 'lawan', 'tindak', 'emosi', 'dasar', 'logika']"
5768,yah kecewa,Sad,['kecewa']
4695,ngaruhh bngt dulu pas kelas   suka mapel b ing ehh gurune ga enak bngt nyebelin juga jd ga suka b ing sm ga masuk materinya trs pas guru itu digantiin sm guru lain materinya bisa masuk terus seru juga,Neutral,"['ngaruhh', 'bngt', 'pas', 'kelas', 'suka', 'mapel', 'b', 'ing', 'ehh', 'gurune', 'enak', 'bngt', 'nyebelin', 'suka', 'b', 'ing', 'sm', 'masuk', 'materi', 'trs', 'pas', 'guru', 'digantiin', 'sm', 'guru', 'materi', 'masuk', 'seru']"
1036,itu gatau harga akun apa gimana  suka nyesek kalo ditawar sampe jatoh banget mana upf sekarang susah,Anger,"['gatau', 'harga', 'akun', 'gimana', 'suka', 'nyesek', 'tawar', 'sampe', 'jatoh', 'banget', 'upf', 'susah']"
6733,kalau nak sniff sekarang kene hati hati takut kepam,Fear,"['nak', 'sniff', 'kene', 'hati', 'hati', 'takut', 'kepam']"
1395,aku pake skintific  enak nder gel gitu gak bikin banyak minyak juga di muka aku yang oily  gak bisa banyak review karena baru semingguan pakenya    ,Joy,"['pake', 'skintific', 'enak', 'nder', 'gel', 'gitu', 'minyak', 'muka', 'oily', 'review', 'minggu', 'pakenya']"
1551,assiikk udah hari sabtu aja nih   yg masuk kerja tetep semangat yaa   indihome selalu mendukung aktivitas onlinemu ,Joy,"['assiikk', 'udah', 'sabtu', 'masuk', 'kerja', 'tetep', 'semangat', 'yaa', 'indihome', 'dukung', 'aktivitas', 'onlinemu']"
6612,ini both of inamas aku super khawatir banget sama para ms nya dah,Fear,"['both', 'of', 'inamas', 'super', 'khawatir', 'banget', 'ms', 'dah']"
7099,ni nhapa sepi amat dah ngerii,Fear,"['ni', 'nhapa', 'sepi', 'dah', 'ngeri']"
1516,pagi bang semangat dmi sbuah perubahan dngn tindakan jauhi nato  not action talking only ,Joy,"['pagi', 'bang', 'semangat', 'dmi', 'sbuah', 'ubah', 'dngn', 'tindak', 'jauh', 'nato', 'not', 'action', 'talking', 'only']"
1850,selamat pagi kk ku tetap semangat dan ceria kita ya kak,Joy,"['selamat', 'pagi', 'kk', 'ku', 'semangat', 'ceria', 'kak']"
6715,bused sampai dua kali kirim  kata saya mah  mending sender muncul deh  dm saya coba  biar saya tahu  gak usah malu  dm saya terbuka luas  se luas semesta  jangan buat saya penasaran tolong  ,Fear,"['bused', 'kali', 'kirim', 'mah', 'mending', 'sender', 'muncul', 'deh', 'dm', 'coba', 'malu', 'dm', 'buka', 'luas', 'luas', 'semesta', 'penasaran', 'tolong']"
1643,mayan cerah buat nyuci,Joy,"['mayan', 'cerah', 'nyuci']"
3464,sama  gw biasa jalan dipaling pinggir sambil blg sorry,Neutral,"['gw', 'jalan', 'paling', 'pinggir', 'blg', 'sorry']"
903,mari thn      semua bangsa ini pilih pks  agar negara indonesia bisa seperti syiria  irak  yaman  iran  afganisthan  krn sbg bgs indonesia bosan kan     klau adem ayem saja  khan bahagia klau lagi bercinta sebelah kita bom meledak  truss ada yg jual anak gadis kita bisa beli    idiot,Anger,"['mari', 'thn', 'bangsa', 'pilih', 'pks', 'negara', 'indonesia', 'syiria', 'irak', 'yaman', 'iran', 'afganisthan', 'sbg', 'bgs', 'indonesia', 'bosan', 'klau', 'adem', 'ayem', 'khan', 'bahagia', 'klau', 'cinta', 'belah', 'bom', 'ledak', 'truss', 'jual', 'anak', 'gadis', 'beli', 'idiot']"
6480,tp takut bgt tiba  ppkm gimana,Fear,"['tp', 'takut', 'bgt', 'ppkm', 'gimana']"
7075,iya iyaang   mau reply biasa gw kong tapi gw tag bapak ade takut nganu nanti,Fear,"['iya', 'iyaang', 'reply', 'gw', 'kong', 'gw', 'tag', 'ade', 'takut', 'nganu']"
6255,ngeri amat wkwk,Fear,"['ngeri', 'wkwk']"
6465,liat kok cuman takut pada ikut close juga nanti gw sendirian  ,Fear,"['liat', 'cuman', 'takut', 'close', 'gw']"
4430,malu di jalan  sesat bertanya,Neutral,"['malu', 'jalan', 'sesat']"
263,ni sume sbb rakyat bodoh   pi pilih lagi org yg menyusahkan rakyat tu watpe   asal melayu isle tu betul la   hanggok hang ,Anger,"['ni', 'sume', 'sbb', 'rakyat', 'bodoh', 'pi', 'pilih', 'org', 'susah', 'rakyat', 'tu', 'watpe', 'melayu', 'isle', 'tu', 'la', 'hanggok', 'hang']"
2094,malu bgtt anjrot hahahahahhaa ngakak,Joy,"['malu', 'bgtt', 'anjrot', 'hahahahahhaa', 'ngakak']"
5575,mirip kucingku  semalam dia ketabrak motor trus mati  ya allah sedih bgt,Sad,"['kucing', 'malam', 'tabrak', 'motor', 'trus', 'mati', 'allah', 'sedih', 'bgt']"
6642,panik bnggett  mana gue pemalu lagi adhh,Fear,"['panik', 'bnggett', 'gue', 'malu', 'adhh']"
4876,papa aku tu suka banget tau min belanja di toko ijo pokoknya dia kalau beli barang kalau bukan di toko ijo dia ga mau beli,Neutral,"['papa', 'tu', 'suka', 'banget', 'min', 'belanja', 'toko', 'ijo', 'pokok', 'beli', 'barang', 'toko', 'ijo', 'beli']"
4584,bakar lumbung mereka curi beras mereka biarkan mereka lapar   kemudian datanglah pada mereka dan bagikan sepotong roti katakan pada mereka kamu sangat mencintai dan ingin mereka bahagia yakinlah dgn begitu kamu akan dicintai mereka kemudian minta mereka memilih mu jadi raja,Neutral,"['bakar', 'lumbung', 'curi', 'beras', 'biar', 'lapar', 'datang', 'bagi', 'potong', 'roti', 'cinta', 'bahagia', 'yakin', 'cinta', 'pilih', 'mu', 'raja']"
1544,aowkaowkaowkoakw semangat ayy,Joy,"['aowkaowkaowkoakw', 'semangat', 'ayy']"
3081,tinggalin bbg komentar penyemangat penenang buat member entah di komenan fancam  pm  ig mereka masing   twt  dll  kita gabisa bikin haters suka sm member  tp kita bisa naikin rasa sayang kita ke member  let s be busy loving each other like this ive dive  ,Love,"['tinggalin', 'bbg', 'komentar', 'semangat', 'tenang', 'member', 'komenan', 'fancam', 'pm', 'ig', 'twt', 'dll', 'gabisa', 'haters', 'suka', 'sm', 'member', 'tp', 'naikin', 'sayang', 'member', 'let', 's', 'be', 'busy', 'loving', 'each', 'other', 'like', 'this', 'ive', 'dive']"
3961,mohon izin memastikan kembali  kurikulum yang diisi hanya sampai semester   saja kan min ,Neutral,"['mohon', 'izin', 'kurikulum', 'isi', 'semester', 'min']"
3599,kalau ko sanggup sewa bilik  hidup apa adanya  makan roti or maggi je hari   kahwinlah  kalau dah biasa hidup selesa  taknak hidup susah  simpan la duit dulu ,Neutral,"['ko', 'sanggup', 'sewa', 'bilik', 'hidup', 'makan', 'roti', 'or', 'maggi', 'je', 'kahwinlah', 'dah', 'hidup', 'selesa', 'taknak', 'hidup', 'susah', 'simpan', 'la', 'duit']"
401,tiap kali nak marah mesti kena mcm ni  hahah takpela tak jadi nak marah,Anger,"['kali', 'nak', 'marah', 'mesti', 'kena', 'mcm', 'ni', 'hahah', 'takpela', 'nak', 'marah']"
6977,dia mau marah pun lucu banget tapi jika masuk teel orang lain aq maloe,Fear,"['marah', 'lucu', 'banget', 'masuk', 'teel', 'orang', 'aq', 'maloe']"
3596,kasih contoh saja dengan benar  bagaimana menghormati ulama dan tdk mengkhianati pemberi amanat,Neutral,"['kasih', 'contoh', 'hormat', 'ulama', 'khianat', 'beri', 'amanat']"
3100,kalo yang beginian sayang banget sih tu,Love,"['sayang', 'banget', 'tu']"
3677,hahaha itu sbnrnya ralat  ada yg kurang satu huruf  tp mau hapus yg awal  koq sdh bny yg like reply  kan nggak enak  jd biarkan saja ya,Neutral,"['hahaha', 'sbnrnya', 'ralat', 'huruf', 'tp', 'hapus', 'koq', 'bny', 'like', 'reply', 'nggak', 'enak', 'biar']"
